Yuvraj	Singh	10044	1004	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10045	1004	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10046	1004	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10047	1004	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10048	1004	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1004a	10049	1004	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100410	1004	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1004ra	Jadeja	100411	1004	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100412	1004	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100413	1004	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100414	1004	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10051	1005	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10052	1005	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10053	1005	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10054	1005	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10055	1005	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10056	1005	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10057	1005	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10058	1005	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1005a	10059	1005	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100510	1005	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1005ra	Jadeja	100511	1005	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100512	1005	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100513	1005	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100514	1005	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10061	1006	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10062	1006	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10063	1006	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10064	1006	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10065	1006	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10066	1006	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10067	1006	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10068	1006	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1006a	10069	1006	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100610	1006	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1006ra	Jadeja	100611	1006	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100612	1006	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100613	1006	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100614	1006	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10071	1007	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10072	1007	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10073	1007	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10074	1007	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10075	1007	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10076	1007	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10077	1007	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10078	1007	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1007a	10079	1007	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100710	1007	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1007ra	Jadeja	100711	1007	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100712	1007	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100713	1007	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100714	1007	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10081	1008	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10082	1008	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10083	1008	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10084	1008	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10085	1008	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10086	1008	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10087	1008	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10088	1008	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1008a	10089	1008	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100810	1008	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1008ra	Jadeja	100811	1008	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100812	1008	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100813	1008	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100814	1008	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10091	1009	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10092	1009	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10093	1009	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10094	1009	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10095	1009	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10096	1009	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10097	1009	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10098	1009	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1009a	10099	1009	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	100910	1009	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1009ra	Jadeja	100911	1009	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	100912	1009	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	100913	1009	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	100914	1009	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10101	1010	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10102	1010	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10103	1010	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10104	1010	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10105	1010	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10106	1010	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10107	1010	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10108	1010	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1010a	10109	1010	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	101010	1010	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1010ra	Jadeja	101011	1010	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	101012	1010	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	101013	1010	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	101014	1010	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10111	1011	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10112	1011	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10113	1011	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10114	1011	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10115	1011	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10116	1011	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10117	1011	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10118	1011	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1011a	10119	1011	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	101110	1011	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1011ra	Jadeja	101111	1011	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	101112	1011	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	101113	1011	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	101114	1011	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10121	1012	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10122	1012	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10123	1012	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10124	1012	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10125	1012	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10126	1012	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10127	1012	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10128	1012	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1012a	10129	1012	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	101210	1012	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1012ra	Jadeja	101211	1012	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	101212	1012	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	101213	1012	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	101214	1012	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
Virender	Sehwag	10131	1013	19	18	0	394	68	21.88	271	145.38	0	2	43	16	91	86	13	4	4	0	3	11	0
Gautam	Gambhir	10132	1013	37	36	2	932	75	27.41	783	119.02	0	7	109	10	335	183	84	28	5	1	3	25	0
MS	Dhoni	10133	1013	49	44	19	822	48	32.88	712	115.44	0	0	55	23	181	402	20	6	9	0	6	10	0
Yuvraj	Singh	10134	1013	40	37	6	968	77	31.22	669	144.69	0	8	61	63	231	239	35	11	4	1	0	23	1
Virat	Kohli	10135	1013	27	25	5	906	78	45.3	697	129.98	0	8	96	19	208	313	31	10	3	1	2	14	0
Suresh	Raina	10136	1013	43	37	9	922	101	32.92	679	135.78	1	3	85	33	206	282	34	11	4	1	3	20	0
Ravichandran	Ashwin	10137	1013	25	6	4	55	17	27.5	47	117.02	0	0	6	1	15	21	1	1	0	0	1	1	0
Harbhajan	Singh	10138	1013	25	11	4	100	21	14.28	83	120.48	0	0	10	4	29	30	2	1	2	0	0	5	0
Ashok	D1013a	10139	1013	9	2	1	22	19	22	24	91.66	0	0	1	0	4	18	0	0	1	0	0	0	0
Rohit	Sharma	101310	1013	42	35	11	739	79	30.79	586	126.1	0	7	61	27	182	262	23	7	8	1	2	11	2
Rav1013ra	Jadeja	101311	1013	21	11	3	77	25	9.62	91	84.61	0	0	3	1	28	49	3	1	2	0	2	4	0
Zaheer	Khan	101312	1013	17	4	2	13	9	6.5	10	130	0	0	0	1	1	5	1	0	0	0	0	2	0
Irfan	Pathan	101313	1013	24	14	7	172	33	24.57	144	119.44	0	0	9	7	37	78	5	1	3	0	0	4	0
Ishant	Sharma	101314	1013	14	3	2	8	5	8	9	88.88	0	0	1	0	3	4	0	0	1	0	0	0	0
